id,text,category
5693,This is a sample text for document 5693,Category_F
5694,This is a sample text for document 5694,Category_D
5695,This is a sample text for document 5695,Category_B
5696,This is a sample text for document 5696,Category_D
5697,This is a sample text for document 5697,Category_A
5698,This is a sample text for document 5698,Category_C
5699,This is a sample text for document 5699,Category_E
5700,This is a sample text for document 5700,Category_F
5701,This is a sample text for document 5701,Category_F
5702,This is a sample text for document 5702,Category_F
5703,This is a sample text for document 5703,Category_A
5704,This is a sample text for document 5704,Category_F
5705,This is a sample text for document 5705,Category_A
5706,This is a sample text for document 5706,Category_E
5707,This is a sample text for document 5707,Category_B
5708,This is a sample text for document 5708,Category_D
5709,This is a sample text for document 5709,Category_F
5710,This is a sample text for document 5710,Category_G
5711,This is a sample text for document 5711,Category_B
5712,This is a sample text for document 5712,Category_D
5713,This is a sample text for document 5713,Category_F
5714,This is a sample text for document 5714,Category_A
5715,This is a sample text for document 5715,Category_A
5716,This is a sample text for document 5716,Category_E
5717,This is a sample text for document 5717,Category_D
5718,This is a sample text for document 5718,Category_E
5719,This is a sample text for document 5719,Category_C
5720,This is a sample text for document 5720,Category_C
5721,This is a sample text for document 5721,Category_G
5722,This is a sample text for document 5722,Category_A
5723,This is a sample text for document 5723,Category_G
5724,This is a sample text for document 5724,Category_G
5725,This is a sample text for document 5725,Category_C
5726,This is a sample text for document 5726,Category_F
5727,This is a sample text for document 5727,Category_G
5728,This is a sample text for document 5728,Category_D
5729,This is a sample text for document 5729,Category_C
5730,This is a sample text for document 5730,Category_C
5731,This is a sample text for document 5731,Category_C
5732,This is a sample text for document 5732,Category_D
5733,This is a sample text for document 5733,Category_G
5734,This is a sample text for document 5734,Category_A
5735,This is a sample text for document 5735,Category_A
5736,This is a sample text for document 5736,Category_D
5737,This is a sample text for document 5737,Category_F
5738,This is a sample text for document 5738,Category_C
5739,This is a sample text for document 5739,Category_E
5740,This is a sample text for document 5740,Category_A
5741,This is a sample text for document 5741,Category_A
5742,This is a sample text for document 5742,Category_B
5743,This is a sample text for document 5743,Category_G
5744,This is a sample text for document 5744,Category_D
5745,This is a sample text for document 5745,Category_B
5746,This is a sample text for document 5746,Category_G
5747,This is a sample text for document 5747,Category_E
5748,This is a sample text for document 5748,Category_C
5749,This is a sample text for document 5749,Category_E
5750,This is a sample text for document 5750,Category_D
5751,This is a sample text for document 5751,Category_A
5752,This is a sample text for document 5752,Category_B
5753,This is a sample text for document 5753,Category_G
5754,This is a sample text for document 5754,Category_C
5755,This is a sample text for document 5755,Category_C
5756,This is a sample text for document 5756,Category_D
5757,This is a sample text for document 5757,Category_D
5758,This is a sample text for document 5758,Category_E
5759,This is a sample text for document 5759,Category_C
5760,This is a sample text for document 5760,Category_B
5761,This is a sample text for document 5761,Category_G
5762,This is a sample text for document 5762,Category_C
5763,This is a sample text for document 5763,Category_A
5764,This is a sample text for document 5764,Category_B
5765,This is a sample text for document 5765,Category_G
5766,This is a sample text for document 5766,Category_D
5767,This is a sample text for document 5767,Category_F
5768,This is a sample text for document 5768,Category_B
5769,This is a sample text for document 5769,Category_A
5770,This is a sample text for document 5770,Category_C
5771,This is a sample text for document 5771,Category_E
5772,This is a sample text for document 5772,Category_C
5773,This is a sample text for document 5773,Category_A
5774,This is a sample text for document 5774,Category_C
5775,This is a sample text for document 5775,Category_F
5776,This is a sample text for document 5776,Category_E
5777,This is a sample text for document 5777,Category_A
5778,This is a sample text for document 5778,Category_D
5779,This is a sample text for document 5779,Category_C
5780,This is a sample text for document 5780,Category_F
5781,This is a sample text for document 5781,Category_D
5782,This is a sample text for document 5782,Category_C
5783,This is a sample text for document 5783,Category_F
5784,This is a sample text for document 5784,Category_G
5785,This is a sample text for document 5785,Category_F
5786,This is a sample text for document 5786,Category_B
5787,This is a sample text for document 5787,Category_E
5788,This is a sample text for document 5788,Category_B
5789,This is a sample text for document 5789,Category_A
5790,This is a sample text for document 5790,Category_D
5791,This is a sample text for document 5791,Category_F
5792,This is a sample text for document 5792,Category_A
5793,This is a sample text for document 5793,Category_B
5794,This is a sample text for document 5794,Category_E
5795,This is a sample text for document 5795,Category_F
5796,This is a sample text for document 5796,Category_B
5797,This is a sample text for document 5797,Category_D
